14767812	5672478672	Oakland, CA
54396008	5665931058	Oakland, CA
18226808	5672965936	Oakland, CA
35287848	3062662564	Oakland, CA
30418442	5052001795	Oakland, CA
20194979	6157048519	Oakland, California
64554647	5853515178	Oakland, CA
48507602	5579025488	
21891008	5460067224	Oakland, CA
80753428	5785503103	Oakland, CA
20460634	5769108344	Oakland, California
21509741	3915502241	Oakland, CA
16136160	5691385388	Oakland, CA
19676099	5640848436	Oakland, California
76430569	5206530405	Oakland, CA
24266836	5685531690	Oakland, CA
82725772	5076902199	Oakland, CA
86658079	5628117403	Oakland, CA
14186477	5324175723	Oakland, CA
17453497	5279562833	Oakland, CA
54809628	5191265750	Oakland, California
72202789	4780048064	Oakland, CA
59924621	5372344268	Oakland, CA
50225532	5349461507	Oakland, CA
16016033	5568100040	Oakland, CA
17983701	5788132623	Oakland, CA
31346892	5962974308	Oakland, CA
88762457	5662363267	Oakland, C
22374606	2588494577	Oakland, California
44964304	5427535894	Oakland, CA
18812102	4351790129	Oakland, California
28688283	5815624432	Oakland, California
19687578	6012526511	Oakland, CA
18384896	5817393253	Oakland, CA
17467556	6207797837	Oakland, California
27822701	6225851111	Oakland, CA
59542480	3302565297	
14860828	4152163033	Oakland, California
23629174	4737503892	Oakland, CA
18256103	3938344154	Oakland, CA
15652540	5701119462	Oakland, CA
16818513	5670568541	Oakland, CA
11970082	5895244241	Oakland, CA
15640533	5291922438	Oakland, CA
18379329	5292515061	Oakland, CA
30716335	5628162425	Oakland, California
34124406	5690651678	Oakland, CA
79824240	5974311222	Oakland, CA
35177493	5688397712	Oakland, CA
72316710	6154827113	Oakland, CA
18533588	3595051904	Oakland, California
22074729	6146367755	Oakland, CA
19977898	1621544850	Oakland, CA
31643554	5717356319	Oakland, CA
73062717	5941821335	Oakland, California
17179724	2266314862	Oakland, CA
11199042	5410626302	Oakland, California
24044209	4872538427	Oakland, CA
29289265	4472783125	Oakland, CA
17494153	5595329568	Oakland, CA
81458762	5730077149	Oakland, CA
59963405	6225721019	Oakland, CA
16316580	6035352912	Oakland, CA
19332537	6326702133	Oakland, California
76742453	6000230623	Oakland, CA
82520804	6325602946	Oakland, California
21823932	1733898029	Oakland, California
68223629	5049473043	Oakland, CA
15618485	5354223998	Oakland, CA
13489812	6127727467	Oakland, CA
76090142	6333685562	Oakland, CA
19991590	5394320764	Oakland, CA
78370703	5024006817	Oakland, CA
33434856	6150069932	Oakland, CA
36699728	5176305236	Oakland, CA
41277410	5115397513	Oakland, CA
40600243	1919217233	Oakland, CA
86840463	5420348848	Oakland, CA
19607400	5573990497	Oakland, CA
71639073	5871701537	Oakland, CA
10952962	6391956202	Oakland, CA
77931797	5270142808	Oakland, CA
18818380	2229221620	Oakland, CA
14886375	5459426406	Oakland, CA
31469906	5573260436	Oakland, CA
14102236	6310385930	Oakland, California
23409274	5747757729	Oakland, CA
14758828	4611571877	Oakland, CA
49011843	5596671088	Oakland, California
13188222	5775709937	Oakland, CA
21140073	2249073016	Oakland, CA
20633797	5568817859	Oakland, CA
17792538	5476887096	Oakland, CA
14763294	5602035301	Oakland, CA
74532389	5564682794	Oakland, California
32851555	3352877198	Oakland, CA
10700952	5603259507	Oakland, CA
21842790	6001955060	Oakland, CA
34417085	3608496228	Oakland, California
60247542	5381051692	Oakland, CA
30494742	2297064158	Oakland, CA
14767607	4152736709	Oakland, CA
46589188	6015933524	Oakland, CA
25255462	5426799831	Oakland, CA
14377222	4476615175	Oakland, California
58942252	5519708924	Oakland, CA
80700341	6249591972	Oakland, CA
18179281	6007957397	Oakland, CA
73491765	5490090270	Oakland, CA
70609179	5265769327	Oakland, CA
15428642	5550627108	Oakland, CA
14717546	6019503624	Oakland, CA
26702805	6111061316	Oakland, CA
18351581	4995061383	Oakland, CA
24740039	5309352602	Oakland, CA
90538450	5817239485	Oakland, CA
26444857	3963774654	Oakland, CA
17010345	1297502428	
78745809	5467239777	Oakland, CA
83464723	4976407343	Oakland, CA
16094096	4039749282	Oakland, CA
14915152	5891149130	Oakland, CA
22910621	6060194182	Oakland, CA
25536051	5494241725	Oakland, CA
16885390	977949663	Oakland, CA
23964821	5512292562	Oakland, CA
20031242	5929578066	Oakland, CA
21474233	5607305045	Oakland, CA
34321319	5315184235	Oakland, CA
16337114	5305159084	Oakland, CA
19642990	5400542234	
29474343	2077822208	Oakland, CA
20954885	4882071314	Oakland, California
15516535	4538147322	Oakland, CA
32752079	5969541910	Oakland, CA
17379084	5415015129	Oakland, CA
26857672	5723519592	Oakland, California
21488930	2321044460	Oakland, California
93694061	6263742644	Oakland, CA
45741040	5579831778	Oakland, CA
16381003	5633877699	Oakland, CA
63647074	3215221836	Oakland, CA
29424823	4086333524	Oakland, CA
27340357	4353989194	Oakland, CA
35656714	4015450724	Oakland, CA
20022965	4343265923	Oakland, CA
28446038	4166083693	Oakland, CA
32643705	4084118223	Oakland, CA
29506084	4407007983	Oakland, CA
35828166	4094103066	Oakland, CA
49465464	4299842601	Oakland, CA
33738195	4099487595	Oakland, CA
29615368	3435094542	Oakland, CA
14886660	3917867936	Oakland, CA
19608019	4150866459	Oakland, California
16993395	3788338641	Oakland, CA
74673448	4041797523	Oakland, CA
14546391	3782446259	Oakland, CA
22289183	4150209052	Oakland, CA
46407762	3940809134	Oakland, California
71575839	3761131422	Oakland, CA
29635819	4112312995	Oakland, CA
16019024	4034779899	Oakland, CA
35954073	4042053305	Oakland, California
17004141	2009738494	Oakland, CA
21351081	3996590763	Oakland, CA
54945259	4034250111	Oakland, CA
49706968	3979556638	Oakland, CA
35024481	4007108824	Oakland, CA
46732539	2569064687	Oakland, CA
65473173	3895227823	Oakland, California
