1444551451,84
1444553840,24
1447137840,33
1444554253,6
1031633803,300
1137080612,111
501835560,204
1379904476,73
1449804588,41
1444604850,37
1444604851,7
1444604852,57
1444604840,1
73992972,122
1444604832,2
110505828,32
58165437,18
2180050381,64
1873443206,12
82721099,134
16223892,79
2791382737,210
80082820,99
912081493,195
2721435605,142
3081232653,142
1065330133,119
3808796416,107
14964767,82
3384636334,5
23730612,53
3073503507,68
2247640117,173
1444604010,110
2705722722,69
836250210,142
1444604011,1
1444604042,2
74924273,1
1444604070,15
1444604076,4
1432977446,58
1249662212,42
186386857,42
1444604078,17
1444604083,100
388353434,97
