14415941	5415325646	Irvine, CA
50729148	5078426833	Irvine, California
42603999	4785870223	Irvine, CA
38672574	5437547034	Irvine, CA
22552140	5370839822	Irvine, CA
39854571	5397999066	Irvine, CA
76555532	5321669984	Irvine, CA
67381592	5651228771	Irvine, CA
31076548	3610088125	Irvine, California
41693708	4995965384	Irvine, CA
11809612	4684876496	Irvine, CA
19544520	5107689527	Irvine, California
15088412	4838795122	Irvine, California
14354955	5662627844	Irvine, CA
20205471	5383279662	Irvine, CA
51534270	4320268169	Irvine, CA
42773093	6274636630	Irvine, CA
17719090	5802352615	Irvine, CA
85486279	5864377614	
14630801	5832716259	Irvine, CA
49049898	3630589321	Irvine, CA
62944940	3705599293	
20477619	5653829588	Irvine, CA
74270248	5031205764	Irvine, California
17595318	5575752158	Irvine, CA
62160398	5034090659	Irvine, CA
18909605	5764726820	Irvine, California
17076391	5716435849	Irvine, CA
44471243	5487848042	Irvine, California
43162415	2451277360	Irvine, CA
35953870	6051802890	Irvine, CA
28296403	5452593075	Irvine, CA
73178656	5594523138	Irvine, CA
18786402	6238757037	Irvine, CA
18659866	5848520709	Irvine, CA
20100729	2937223381	Irvine, CA
25740490	5666526128	Irvine, CA
54316298	5858720618	Irvine, CA
25349874	5905521065	Irvine, CA
34787138	5173453171	Irvine, CA
15126414	5383837900	Irvine, CA
24040122	5955291157	Irvine, CA
18142273	5106771424	Irvine, CA
19294897	5639667970	Irvine, CA
32171828	4818777435	Irvine, CA
85481150	6022805051	
44760095	3761645323	Irvine, CA
55902068	3524451179	Irvine, CA
67438477	3633185496	Irvine, California
17662443	5374489655	Irvine, CA
25497863	3849683529	Irvine, CA
15799079	6262300500	Irvine, CA
15276209	5662306974	Irvine, California
15539347	5583727177	Irvine, CA
69807068	4128075514	Irvine, CA
17903807	5945279195	Irvine, California
18034991	5817665721	Irvine, CA
78722598	5785287430	Irvine, CA
34682755	5470116267	Irvine, CA
29965389	5530029089	Irvine, CA
68763658	5726095012	Irvine, California
15811454	2795469015	Irvine, CA
40585839	3109684235	Irvine, CA
19346435	5607175352	Irvine, CA
15422994	4856581055	Irvine, CA
23681807	5809425195	Irvine, CA
15031424	5490865110	Irvine, CA
58809813	5566407315	Irvine, CA
54877697	5367744256	Irvine, California
81749101	5673379193	Irvine, California
19370213	5594463973	Irvine, CA
61040299	5697147896	Irvine, California
61040833	5901771728	Irvine, California
11364932	5662871696	Irvine, CA
80647346	5458132886	Irvine, CA
62226147	6211173697	Irvine, CA
16351551	5358445562	Irvine, CA
20547245	2193518144	Irvine, CA
44298886	5797668482	Irvine, CA
35883964	5685748997	Irvine, California
74349803	5573587301	Irvine, California
23696089	5628265039	Irvine, CA
70494339	6344421547	Irvine, CA
21942365	4938064949	Irvine, CA
16232365	6013179215	Irvine, CA
14399458	5458326391	Irvine, CA
11927642	1335085126	Irvine, CA
29476351	5868234340	Irvine, CA
27117306	5676378776	Irvine, California
25020648	3620056199	Irvine, CA
74199768	5572307628	Irvine, CA
14144158	5959159960	Irvine, CA
61033129	6050098901	Irvine, California
26598275	5746151170	Irvine, California
56879458	4472126303	Irvine, CA
19263151	5309816965	Irvine, California
55308527	4337294787	Irvine, CA
38564630	5635475816	Irvine, CA
29409484	3984386389	Irvine, California
40958085	4107336380	Irvine, CA
45009381	4167530981	Irvine, CA
29335351	4176422276	Irvine, CA
15408850	4165910962	Irvine, CA
18015945	2787022425	Irvine, California
18023829	3992929240	Irvine, CA
16993268	3540355829	Irvine, California
14904906	4046064280	Irvine, CA
26457898	4025408229	Irvine, CA
41139821	4060704111	Irvine, CA
14925879	821959629	Irvine, California
19134740	4107040576	Irvine, California
22282376	4064791094	Irvine, CA
18571972	3598297717	Irvine, California
59019229	4345681578	Irvine, CA
46441029	3630060547	Irvine, CA
62685815	4014712681	Irvine, CA
63281329	3924759186	Irvine, CA
33987445	3565049960	Irvine, CA
23492419	4071110248	Irvine, CA
59185577	4148868604	Irvine, CA
20461845	1833056322	Irvine, California
37244030	4021584653	Irvine, CA
16303237	3764381463	Irvine, CA
39404213	3958100045	Irvine, CA
49182334	3109234812	Irvine, California
17392438	3856882631	Irvine, CA
23692020	3988298622	Irvine, CA
72634025	3845992288	Irvine, California
16413031	3872344965	Irvine, CA
39489367	3954837334	Irvine, CA
66797489	4030875367	Irvine, CA
34302627	3260218085	Irvine, CA
17526132	4016784280	Irvine, CA
46887764	4015586970	Irvine, CA
26967450	3376977205	Irvine, CA
19634279	4175697376	Irvine, CA
53193336	2781673273	Irvine, CA
39111583	1921967512	Irvine, CA
24976146	3434575521	Irvine, California
16619881	4113829611	Irvine, California
30274205	4066929219	Irvine, CA
15603412	4116105231	Irvine, CA
18830022	4327522513	Irvine, CA
15693354	3326620594	Irvine, CA
9162512		2545386504	Irvine, CA
755477		4034395030	Irvine, CA
9655952		5657830396	Irvine, CA
