119896541,40
1444550304,3
1444551252,33
1444551253,11
1444554283,2
1444554289,1
144455,7
1183949659,248
3261610652,97
15220473,92
1444594574,45
1444594578,3
1444594580,0
1444594584,5
1444594586,114
1444594591,42
1444594608,32
1444594609,0
1444594610,15
1444594621,72
1444594626,0
1444594627,7
1444594633,11
1444594634,11
1444594639,0
1444594640,0
1444594645,0
1444594650,1
1444594651,1
1444594657,0
1444594668,5
1444594669,240
1444594670,1
1444594674,0
1444594693,28
1444594694,8
1444594698,170
1444594712,32
1444594716,27
1444594717,3
1444594718,34
1444594729,11
1444594730,1
1444594735,0
1444594740,1
1444594741,110
1444594746,1
1444594747,5
1444594748,4
1444594758,0
